museum,museumLabel,creation_date,visitors,coord,image
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,13200,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,11380,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,11560,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,11930,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,5440,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,1119,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,9996,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,10376,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,2429,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,2646,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,2787,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,2922,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,3084,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,3102,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,3173,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
http://www.wikidata.org/entity/Q30218775,musée Bernard-d'Agesci,,12103,Point(-0.454444444 46.320833333),http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Bernard%20d%27Agesci%202.jpg
http://www.wikidata.org/entity/Q30250588,Musée de la Tour des Echevins,,3322,Point(6.380482 47.816821),http://commons.wikimedia.org/wiki/Special:FilePath/Tour%20des%20Echevins.jpg
